Date,Open,High,Low,Close,Adj Close,Volume
2020-04-29,59100.000000,59750.000000,58900.000000,59203.699219,59203.699219,8035
2020-04-30,59800.000000,61800.000000,59499.898438,60510.601563,60510.601563,18800
2020-05-04,59499.898438,59499.898438,57700.000000,57987.300781,57987.300781,9677
2020-05-05,58647.000000,59350.000000,57500.000000,57750.000000,57750.000000,9615
2020-05-06,58350.000000,58790.000000,57200.101563,58362.699219,58362.699219,8360
2020-05-07,58000.000000,59000.000000,58000.000000,58831.101563,58831.101563,7492
2020-05-08,58902.000000,59783.101563,58450.000000,58874.898438,58874.898438,9752
2020-05-11,59025.000000,59450.000000,58286.000000,58791.199219,58791.199219,12163
2020-05-12,58500.000000,58629.898438,57318.898438,57632.101563,57632.101563,8170
2020-05-13,58850.000000,60200.000000,58221.500000,59645.101563,59645.101563,16232
2020-05-14,58676.000000,59125.000000,57925.398438,58132.601563,58132.601563,6586
2020-05-15,58751.000000,58751.000000,57775.000000,58135.601563,58135.601563,8049
2020-05-18,58235.000000,58499.898438,56150.000000,56356.101563,56356.101563,9020
2020-05-19,56850.000000,57400.000000,56600.000000,56828.199219,56828.199219,6472
2020-05-20,57200.000000,57400.000000,56745.101563,57298.898438,57298.898438,7045
2020-05-21,57399.000000,58260.000000,57300.000000,57451.500000,57451.500000,4818
2020-05-22,57309.398438,57890.000000,57000.000000,57434.101563,57434.101563,4096
2020-05-26,57834.800781,58199.898438,57195.101563,57726.101563,57726.101563,6257
2020-05-27,57825.000000,58200.000000,57500.000000,58078.800781,58078.800781,5430
2020-05-28,57952.000000,58950.000000,57951.898438,58466.199219,58466.199219,6482
2020-05-29,58350.500000,59350.500000,58350.500000,59113.101563,59113.101563,7484
2020-06-01,59500.000000,62269.898438,59365.601563,61446.101563,61446.101563,11453
2020-06-02,61999.000000,63738.398438,61657.699219,62692.398438,62692.398438,11885
2020-06-03,63499.898438,64172.300781,61129.199219,61744.199219,61744.199219,14523
2020-06-04,61844.199219,62487.898438,60710.000000,61648.800781,61648.800781,11209
2020-06-05,61705.000000,63844.000000,61521.101563,63526.199219,63526.199219,13614
2020-06-08,63700.000000,65150.000000,63561.101563,64244.398438,64244.398438,15854
2020-06-09,64970.000000,64970.000000,63550.000000,63994.101563,63994.101563,12490
2020-06-10,63990.000000,64394.101563,63250.898438,63796.398438,63796.398438,7412
2020-06-11,63699.898438,64099.898438,62700.101563,62884.898438,62884.898438,7919
2020-06-12,61000.000000,64100.000000,59500.000000,63729.101563,63729.101563,11399
2020-06-15,64950.000000,65499.000000,62500.000000,62993.601563,62993.601563,16231
2020-06-16,63725.000000,64495.000000,62077.500000,62660.300781,62660.300781,9122
2020-06-17,62748.000000,63500.000000,62369.101563,62968.199219,62968.199219,7254
2020-06-18,62888.000000,63350.000000,62701.101563,62999.699219,62999.699219,4653
2020-06-19,63101.000000,63592.898438,62700.000000,62949.300781,62949.300781,7143
2020-06-22,63200.000000,65200.000000,63200.000000,64762.800781,64762.800781,11458
2020-06-23,65010.000000,65650.500000,64155.699219,64532.601563,64532.601563,8282
2020-06-24,65032.601563,65870.000000,63586.398438,64128.101563,64128.101563,9738
2020-06-25,64160.000000,65500.000000,63870.000000,64809.601563,64809.601563,7199
2020-06-26,65009.601563,67000.000000,65009.601563,66457.703125,66457.703125,15913
2020-06-29,66400.000000,66800.796875,64830.101563,65196.898438,65196.898438,19328
2020-06-30,66480.000000,67725.000000,65750.000000,67274.500000,67274.500000,24297
2020-07-01,66800.000000,66800.000000,65600.000000,65836.796875,65836.796875,13670
2020-07-02,66400.000000,66800.000000,65800.000000,66092.898438,66092.898438,9523
2020-07-03,66301.000000,66600.000000,65815.500000,66140.203125,66140.203125,8136
2020-07-06,66601.000000,67550.000000,66350.000000,67333.500000,67333.500000,10688
2020-07-07,67333.500000,67510.000000,65600.000000,66858.796875,66858.796875,11291
2020-07-08,67000.000000,67448.601563,65000.699219,65287.199219,65287.199219,16872
2020-07-09,65944.898438,66200.000000,65050.000000,65335.898438,65335.898438,11634
2020-07-10,65799.000000,65799.000000,64515.000000,64867.199219,64867.199219,12530
2020-07-13,65100.000000,65698.898438,64350.000000,64673.398438,64673.398438,8442
2020-07-14,64800.000000,64890.000000,63610.101563,64396.000000,64396.000000,10422
2020-07-15,64677.000000,65199.898438,63460.000000,63675.398438,63675.398438,12777
2020-07-16,64000.000000,64132.800781,62431.398438,63537.898438,63537.898438,11199
2020-07-17,63998.898438,65870.898438,63382.699219,65360.601563,65360.601563,13834
2020-07-20,65500.000000,65849.500000,64720.101563,65042.800781,65042.800781,10937
2020-07-21,65800.000000,65900.000000,65250.199219,65621.101563,65621.101563,10307
2020-07-22,65590.000000,65590.000000,64255.800781,64407.800781,64407.800781,14416
2020-07-23,64793.601563,64793.601563,63100.000000,63357.398438,63357.398438,13509
2020-07-24,63199.000000,63800.000000,62700.000000,62976.500000,62976.500000,15917
2020-07-27,63580.000000,63580.000000,61605.000000,61931.601563,61931.601563,14479
2020-07-28,62199.800781,63000.000000,62006.000000,62204.898438,62204.898438,14267
2020-07-29,62400.000000,62800.000000,61550.000000,61815.101563,61815.101563,9789
2020-07-30,62000.000000,62399.898438,60700.699219,61043.101563,61043.101563,12271
2020-07-31,61200.000000,61600.000000,60602.000000,61048.601563,61048.601563,11425
2020-08-03,61000.000000,61800.000000,60802.199219,60974.601563,60974.601563,9152
2020-08-04,61500.000000,61700.000000,61004.101563,61270.101563,61270.101563,15026
2020-08-05,61400.000000,61900.000000,61150.000000,61519.101563,61519.101563,9425
2020-08-06,61500.000000,61850.000000,61100.000000,61345.800781,61345.800781,4610
2020-08-07,61250.000000,63260.000000,61250.000000,62702.800781,62702.800781,29581
2020-08-10,62798.000000,63550.000000,61700.000000,61863.000000,61863.000000,9740
2020-08-11,62200.000000,62490.000000,61390.000000,61460.398438,61460.398438,9749
2020-08-12,61640.000000,61899.851563,61350.000000,61634.750000,61634.750000,11449
